,text,polarity,favourite_count,retweet_count,created_at,compound,neg,neu,pos,sentiment
720,"Only February &amp; already Thomas McCarthys chat with Tommy is the highlight of 2022

",positive,13,1,2022-02-26 23:17:57+00:00,0.34,0,0.854,0.146,Positive
721,Decent aul skin Thomas McCarthy  ,positive,6,0,2022-02-26 23:17:39+00:00,0,0,1,0,Neutral
722,@RTEOne @Tommedian I would have loved to have heard more from Thomas McCarthy - maybe a once off documentary @RTEOne ? ,positive,16,0,2022-02-26 23:16:02+00:00,0.5994,0,0.843,0.157,Positive
723,What a beautiful song. Dreamy and delicious. Villagers ,positive,59,0,2022-02-26 23:16:00+00:00,0.8225,0,0.479,0.521,Positive
724,"I could listen to that travelling man all night.a great story teller with some great songs,it's great to see these guests on your show👍",positive,18,0,2022-02-26 23:15:58+00:00,0.9231,0,0.652,0.348,Positive
725,Tommy going right across the social spectrum tonight. Great thing about the show is that every guest immediately relates to him. That lad has a haunting quality in his voice ,positive,5,0,2022-02-26 23:15:49+00:00,0.4588,0.06,0.824,0.116,Positive
726, loving Villagers performance,positive,2,0,2022-02-26 23:15:24+00:00,0.5994,0,0.435,0.565,Positive
727,"At these times when we can be seriously overwhelmed with nothing but negative news stories, master storyteller @Tommedian brings a sheer sense of genuine warmth to his interviewing style, that sadly alot of hosts sorely lack. Can't wait for more....... ",positive,6,0,2022-02-26 23:15:21+00:00,0.2725,0.154,0.672,0.175,Positive
728,Missed name of 3rd guest on  but I'd listen to him talking all night,positive,5,0,2022-02-26 23:15:06+00:00,-0.1531,0.103,0.897,0,Negative
729,The Villagers on  sound like John Lennon.,positive,2,0,2022-02-26 23:14:42+00:00,0.3612,0,0.737,0.263,Positive
730,Can we please move on from THE SEX QUESTION.... Thankyou ...,negative,1,0,2022-02-26 23:14:38+00:00,0.3182,0,0.813,0.187,Positive
731,The beauty of the  is that it gives people like Thomas McCarthy show a platform. The mans respect for the songs shone through the screen.,positive,27,0,2022-02-26 23:14:29+00:00,0.8555,0,0.71,0.29,Positive
732,"
Good programme, 3 great guests.
Sublime host.",positive,1,0,2022-02-26 23:14:19+00:00,0.7906,0,0.462,0.538,Positive
733,What I'd love to see Tommy do is interview 10 random people and see how it goes. No aires or graces. ,neutral,5,0,2022-02-26 23:14:04+00:00,0.2062,0.159,0.689,0.152,Positive
734,musical guest villagers singing so sympatico  quite pleasant,positive,2,0,2022-02-26 23:14:01+00:00,0.5563,0,0.69,0.31,Positive
735,@Tommedian he is definitely the top guest of this series. What a man. I'd love to meet him I'd listen to him for hours. Love him  ://t.co/HNxTYYLEWz,positive,18,1,2022-02-26 23:13:32+00:00,0.9169,0,0.65,0.35,Positive
736,"Doesn't the  offer the famous people a platform to sell their wares

No offense to Amy Huberman, but the two best interviews and that suit  style of listening and interviewing, was the ones with Thomas McCarthy and Jessica Wade
He had to listen",negative,36,2,2022-02-26 23:13:23+00:00,0.8003,0,0.857,0.143,Positive
737,"Thomas McCarthy some fella, a modern day Seanchaí, I’d happily sit there all evening sipping pints listening to him ",positive,25,1,2022-02-26 23:13:06+00:00,0.5574,0,0.841,0.159,Positive
738,And he thanks us for watching. What a show. Thank you Tommy Tiernan.  ,positive,13,2,2022-02-26 23:13:01+00:00,0.6597,0,0.69,0.31,Positive
739,"It's a pity Thomas's interview wasn't  as long as the others tonight.
",positive,21,1,2022-02-26 23:12:28+00:00,-0.296,0.155,0.845,0,Negative
740,He asked a disabled man about his sex life last week. But don’t let that stop you from being outraged  ://t.co/Xq5P8sRYhK,negative,36,1,2022-02-26 23:12:15+00:00,-0.8201,0.274,0.726,0,Negative
741,"Think about it for a sec... Would he have asked Brian the same question 

",neutral,3,0,2022-02-26 23:11:56+00:00,0,0,1,0,Neutral
742,"“There’s a greater Irish history in song, because that’s how people felt” ",neutral,20,1,2022-02-26 23:11:09+00:00,0.3612,0,0.828,0.172,Positive
743,imagine being in that barbershop with the singing ,neutral,21,1,2022-02-26 23:10:44+00:00,0,0,1,0,Neutral
744,I hope he passes all his sceals and songs on... Mighty storyteller ,positive,20,1,2022-02-26 23:10:14+00:00,0.4404,0,0.805,0.195,Positive
745,"I remember the tinkers, very skillful people, even when storytelling!  They were the safest &amp; most interesting people to be around. As children we used to sit around their fire where they camped beside our house just in time for the storytelling &amp; tunes.   ",positive,25,2,2022-02-26 23:10:14+00:00,0.5551,0.048,0.834,0.119,Positive
746,"I had no idea what Thomas was singing about but I have goosebumps. He was so evocative.
",positive,12,1,2022-02-26 23:09:45+00:00,-0.1531,0.086,0.914,0,Negative
747, Wouldn't you love to go for a few sensible scoops of beer with that lad?,positive,10,0,2022-02-26 23:09:34+00:00,-0.5216,0.183,0.817,0,Negative
748, A man with soul more power to you Thomas,positive,18,1,2022-02-26 23:09:09+00:00,0,0,1,0,Neutral
749,"Anyone know how old this guest is?
 TommyTiernan",neutral,1,0,2022-02-26 23:09:02+00:00,0,0,1,0,Neutral
750,"Thomas McCarthy needs to he filmed/recorded telling his stories and songs because I imagine he has a wealth of knowledge, folklore, stories and songs. ",positive,51,1,2022-02-26 23:08:41+00:00,0.4939,0,0.882,0.118,Positive
751,"Did the ""poor auld man"" look like this?  ://t.co/7PYH2AHbq2",neutral,3,1,2022-02-26 23:08:10+00:00,-0.1531,0.228,0.588,0.184,Negative
752,Now that’s soul music. Beautiful. ,positive,31,2,2022-02-26 23:07:49+00:00,0.5994,0,0.562,0.438,Positive
753,"JessicaWade is the epitome of strength. Resilience. Courage and Hope!! 
What a woman. LEGEND!
 
JessicaWade",positive,27,1,2022-02-26 23:07:29+00:00,0.88,0,0.561,0.439,Positive
754," Delighted to see the Tinceir I knew as a (1960s) kid on tonight. 
Great story tellers and tinsmiths. So good to see this on @rte Well told!",positive,27,1,2022-02-26 23:07:29+00:00,0.9265,0,0.639,0.361,Positive
755,"""Will you sing a song for me now"" ..... he's being hinting at it since he sat down Tommy 😂 ",neutral,4,0,2022-02-26 23:07:08+00:00,0.4404,0.066,0.801,0.132,Positive
756,"They must have ran out of guests for tonights show.
Worst in Years.
",negative,5,0,2022-02-26 23:06:41+00:00,-0.6249,0.24,0.76,0,Negative
757,"Traveller Thomas McCarthy and the joy of story telling - no pretension, that’s the way to do it. Children are very discerning, they show no bias - they know a good storyteller when they encounter one. ",positive,85,3,2022-02-26 23:06:31+00:00,0.7,0.051,0.764,0.185,Positive
758,"It is incredibly important that we take time to stop and listen to folklore or family stories. If we don't in years they will be lost forever.
",positive,20,0,2022-02-26 23:06:30+00:00,-0.3415,0.142,0.791,0.066,Negative
759,"Huge well done to Jessica Wade .Hearing her story is always inspiring, tonight was nothing less that incredible.I was reminded of going into Mountjoy prison with Jess that day.Thank u for emphasising how important our work at Tiglin is.@Tommedian ://t.co/YOAHtvLmFJ",positive,138,8,2022-02-26 23:06:28+00:00,0.5719,0.07,0.74,0.19,Positive
760,"Idk about you, but now I have high hopes for this song  ",positive,2,1,2022-02-26 23:05:49+00:00,0.5423,0.075,0.692,0.233,Positive
761,"Great point by Thomas McCarthy, plastic replaced metal and look at the problems it has caused. The grandfather said the same about plastic replacing glass bottles too, especially the milk bottles and the exchange system fadó  ",positive,67,3,2022-02-26 23:05:28+00:00,0.34,0.065,0.837,0.098,Positive
762,"There's no doubt @Tommedian can really do an insightful interview because he’s actually interested in the person he chats to. As much as I'd love to see him host The Late Late Show, really think it would be a waste of his talent as a master storyteller.... ",positive,8,1,2022-02-26 23:05:17+00:00,0.8406,0.049,0.746,0.205,Positive
763,I would take a whole hour of listening to this lad over 15 mins of scutter talk from Amy Huberman ,positive,31,1,2022-02-26 23:05:08+00:00,0,0,1,0,Neutral
764,I want to hear a song too. This guy is intriguing.  ,positive,12,1,2022-02-26 23:04:56+00:00,0.0772,0,0.894,0.106,Positive
765,"“If you don’t have sympathy, you should go and see a doctor.” 

Storyteller Thomas McCarthy talks about sharing stories that are sympathetic to travelling people

@Tommedian  ://t.co/JRIS8IZElV",neutral,130,8,2022-02-26 23:03:49+00:00,0.8225,0,0.744,0.256,Positive
766,"That's right, my friend. It was Settled People who changed.   LMFAO Travellers have burned Every bridge they Ever walked across.",negative,2,0,2022-02-26 23:03:48+00:00,0.8143,0,0.719,0.281,Positive
767,You can read a hundred story books but you can't bate sitting down listening to someone telling a story. I bet these stories are the ones that the children will always remember. I love this guest. ,positive,31,1,2022-02-26 23:03:14+00:00,0.7783,0,0.861,0.139,Positive
768,"Love the  but thought he was a bit dismissive of Jessica Wade and her divine intervention, there was much more to be explored in her interview, still I suppose you don’t get all interviews right",negative,8,0,2022-02-26 23:02:48+00:00,0.8176,0,0.819,0.181,Positive
769, fascinated listening to Thomas McCarthy,positive,9,1,2022-02-26 23:02:32+00:00,0.4767,0,0.617,0.383,Positive
770, what a woman. This woman is so in tune with inner Dublin. Amy Humberman probably needs a tour with the real people of Dublin.,positive,1,0,2022-02-26 23:00:55+00:00,0,0,1,0,Neutral
771,"Finally chatting to @Tommedian tonight is storyteller, singer and traveller Thomas McCarthy

 ://t.co/fWKfpQJvEC",neutral,52,0,2022-02-26 23:00:16+00:00,0,0,1,0,Neutral
772,"Tommy won't do his Traveller, Nigerian, Chinese, Indian ""jokes"" now? Or ""his hope died in Offaly"" joke now? 
 TommyTiernan",negative,2,0,2022-02-26 23:00:04+00:00,0.4329,0.133,0.591,0.276,Positive
773," love this show, tonight Tommy asking Amy about sex , no just no !! Would you ask a man ?? Also Jessica Wade was a great interview..",positive,2,0,2022-02-26 22:59:26+00:00,0.873,0.059,0.643,0.298,Positive
774,"Tommy had a very rare misstep tonight with Amy Huberman and a question about sex. Awkward to watch but she handled it well.

",negative,54,0,2022-02-26 22:58:50+00:00,0.3291,0.05,0.848,0.102,Positive
775,What a load of shite. No wonder the Culture is not “ receptive “ to such stories. ,negative,0,0,2022-02-26 22:58:18+00:00,-0.296,0.115,0.885,0,Negative
776,"The  has sparked a conversation with my mother. She told me never to be afraid to ask her questions about sex. Angela, I’m 24 next month.",neutral,11,0,2022-02-26 22:58:17+00:00,0,0,1,0,Neutral
777,thomas mccarthy third guest ,neutral,3,1,2022-02-26 22:58:10+00:00,0,0,1,0,Neutral
778," so amazing jessicawade a true inspiration. I had a lot of friends on smack and then crack, none got that chink of light or angel helping them, you are amazing",positive,10,1,2022-02-26 22:57:21+00:00,0.9606,0,0.563,0.437,Positive
779,Amazing lady -inspirational! JessicaWade ,positive,5,0,2022-02-26 22:57:17+00:00,0.8122,0,0.289,0.711,Positive
780,"Amazing story, could have listened to Jessica Wade all night ",positive,14,0,2022-02-26 22:57:07+00:00,0.5859,0,0.725,0.275,Positive
781,Jessica Wade - a truly beautiful lady inside and out.  Wishing you every happiness going forward ,positive,11,0,2022-02-26 22:56:51+00:00,0.9062,0,0.514,0.486,Positive
782,Inspirational story ,positive,3,0,2022-02-26 22:56:44+00:00,0.5106,0,0.377,0.623,Positive
783,"The difference between Jessica Wade and Amy Huberman, oh my god!!!

Beautiful interview by Jessica ♥️

",positive,36,0,2022-02-26 22:56:06+00:00,0.9017,0,0.575,0.425,Positive
784,"Jessica Wade on the Tommy Tiernan Show WOW what a lady, excellent and powerful interview.
",positive,12,0,2022-02-26 22:55:55+00:00,0.9008,0,0.541,0.459,Positive
785,"The war on drugs massive failure is the scandal and Jessica shouldn't have to apologize for that
 tommytiernan",negative,3,0,2022-02-26 22:55:41+00:00,-0.8859,0.432,0.568,0,Negative
786," that's what you call an interview..  
Reality. True to life..  
Amazing..",positive,8,0,2022-02-26 22:55:17+00:00,0.765,0,0.602,0.398,Positive
787,Jessica Wade =Hero   ♥️,positive,9,0,2022-02-26 22:55:05+00:00,0.8316,0,0.278,0.722,Positive
788,"Now that’s how you tell a story . Interesting, emotive and genuine . Well done Jessica Wade .  ",positive,29,0,2022-02-26 22:54:55+00:00,0.5859,0,0.78,0.22,Positive
789,"There but for the grace of God go any of us. Not sure many of us would have her strength of character. Her resolve. Not a man of faith myself, but it sustains her, and that's what matters. ",positive,17,1,2022-02-26 22:54:50+00:00,0.9473,0.046,0.6,0.354,Positive
790,We can breathe..afraid he was about to ask her about her sex life!!,neutral,3,0,2022-02-26 22:54:50+00:00,0,0,1,0,Neutral
791,"Jessica Wade allowed tell her incredible story! 

",positive,15,0,2022-02-26 22:54:41+00:00,0,0,1,0,Neutral
792,"Incredible interview! To completely  turn your life around from being homeless &amp; addicted to Drugs to now helping others is phenomenal!
",positive,19,0,2022-02-26 22:54:16+00:00,0.4184,0,0.883,0.117,Positive
793,Listening to Jessica Wade on the  just shows how our politicians should be listening to Senator Lynn Ruane too &amp; not delaying discussions on drugs &amp; drug reform laws.,positive,30,0,2022-02-26 22:54:09+00:00,0,0,1,0,Neutral
794,"15 minutes ago I didn't know who Jessica Wade was.. Now I think she's a legend! Excellent interview 👏

",positive,44,1,2022-02-26 22:53:30+00:00,0.6114,0,0.834,0.166,Positive
795,Jessica Wade. What a woman! ,positive,15,1,2022-02-26 22:53:18+00:00,0,0,1,0,Neutral
796,"Jessica, I have to say you look amazing. I enjoyed your interview. Keep up the amazing work.  ",positive,20,1,2022-02-26 22:53:03+00:00,0.8979,0,0.579,0.421,Positive
797,What a message of hope. Amazing woman. ,positive,37,1,2022-02-26 22:52:53+00:00,0.7717,0,0.472,0.528,Positive
798," ""...come on Bea, it's Tommy Tiernan tonight..."" ://t.co/AoTRNsLAb2",neutral,3,0,2022-02-26 22:52:47+00:00,0,0,1,0,Neutral
799,"Jessica is an inspiration to all who meet her - a leader and role model for those in recovery. It is a privilege to work with the team in Tiglin @TiglinIreland through my role in @an_cosan 
Tiglin supports people into Recovery after Addiction @carthy_aubrey 
 ://t.co/DaHwPkVKW9",positive,62,3,2022-02-26 22:52:24+00:00,0.8126,0,0.837,0.163,Positive
800,"Jessica Wade is a remarkable storyteller, with a great story. Captivating and inspirational. ",positive,23,1,2022-02-26 22:52:02+00:00,0.9001,0,0.5,0.5,Positive
801,Kindness oozes from her eyes. She respects &amp; understands people. JessicaWade ,positive,44,1,2022-02-26 22:51:51+00:00,0.6486,0,0.654,0.346,Positive
802,What a difference a few positive words made to Jessica Wade. Negative tweeters please note ...  ,positive,48,1,2022-02-26 22:51:41+00:00,0.296,0.157,0.593,0.25,Positive
803,Jessica was on the style counsellors! ,neutral,1,0,2022-02-26 22:51:32+00:00,0,0,1,0,Neutral
804,Jessica is an example of the wounded healer  @Tommedian,positive,7,1,2022-02-26 22:51:29+00:00,0,0,1,0,Neutral
805,Jessica Wade is amazing - a spiritual angel who is a light of hope for many Thankyou  ,positive,35,2,2022-02-26 22:51:27+00:00,0.7717,0,0.705,0.295,Positive
806,"Delighted RTE are producing a chat show that has authenticity about it &amp; a talented interviewer who bring out the best in their guests in the master storyteller yet eager listener @Tommedian. Finally, a Late Late Show for our generation.... ",positive,7,1,2022-02-26 22:51:15+00:00,0.9231,0,0.736,0.264,Positive
807,"Tommy means the scumbag kingpins in the sun not petty foot soldiers combined ""dealer users"" of these kingpin scumbags
 TommyTiernan",negative,2,0,2022-02-26 22:51:11+00:00,-0.5586,0.169,0.766,0.064,Negative
808,@NWoulfeWriter He's talking about the people with no hope or redemption story. Society ignores them. ,negative,0,0,2022-02-26 22:51:08+00:00,-0.5432,0.243,0.757,0,Negative
809,@philipnolan1 Totally agree Phillip. Although @amyhuberman handled it with  characteristic grace and dignity. Disappointed at ,negative,39,0,2022-02-26 22:51:07+00:00,0.6361,0.133,0.513,0.355,Positive
810,"""The culture isnt receptive to those stories nowadays, and that is a problem"" Well said Tommy, society is very confused ",negative,2,0,2022-02-26 22:50:57+00:00,-0.4927,0.208,0.709,0.083,Negative
811,"Viewers left ‘deeply uncomfortable’ after Tommy Tiernan asks Amy Huberman highly personal question

 

://t.co/VmztHsOcMg",negative,18,3,2022-02-26 22:50:48+00:00,0,0,1,0,Neutral
812,fine set of teeth there ,positive,0,0,2022-02-26 22:50:19+00:00,0.2023,0,0.735,0.265,Positive
813, great to see a woman on tonight show  who was saved from herself  never give up  what a story  great Woman GBU,positive,15,0,2022-02-26 22:49:46+00:00,0.9001,0,0.645,0.355,Positive
814,A stranger can make a difference. Truly remarkable story. ,positive,28,1,2022-02-26 22:49:01+00:00,0.7579,0,0.552,0.448,Positive
815,"“Not all dealers have a glorious life Tommy, some of them are out there just selling a bag to buy a bag”

Jessica Wade talks about her work helping other people find their feet after struggling with addiction herself in the past.

 @tommedian ://t.co/xckySJSshn",neutral,284,16,2022-02-26 22:48:43+00:00,0.5574,0.055,0.82,0.125,Positive
816,"Now that’s a book,  I hope this world will be extra kind to  Jessica ,a fabulous lady..wish her well ...",positive,17,0,2022-02-26 22:48:37+00:00,0.8957,0,0.576,0.424,Positive
817,"Eh what? ‘The culture isn’t receptive to those stories.’ I don’t know what Tommy is talking about, we love these stories, stories of hope &amp; redemption. Note to producer of the show, if all the interviewees were like this it’d be bril, no celebs are necessary  ",positive,12,0,2022-02-26 22:48:35+00:00,0.8126,0.04,0.785,0.175,Positive
818,"Leo the leak wanted the likes of Jessica to pay back for their jail cost, while he, Gove and the elites get away with their drug use
 TommyTiernan",negative,4,1,2022-02-26 22:48:24+00:00,0,0.117,0.798,0.086,Neutral
819,Jessica Wade.... what a story!! Unreal. ,positive,7,0,2022-02-26 22:48:22+00:00,0,0,1,0,Neutral
820,@PeeJ_Tweets Is that alcohol in your profile photo. Aren't you lucky your drug of choice is legal ,negative,3,0,2022-02-26 22:47:59+00:00,-0.21,0.118,0.807,0.076,Negative
821,"What an interview, I'm so glad this lady is still here to tell her story ",positive,31,0,2022-02-26 22:47:54+00:00,0.5949,0,0.795,0.205,Positive
822,"@tvcritics Tommy didn't ask Colm Meaney about his sex life when he was on
",negative,3,0,2022-02-26 22:47:22+00:00,0,0,1,0,Neutral
823,Jessica Waiden is some mother  ,neutral,2,0,2022-02-26 22:47:09+00:00,0,0,1,0,Neutral
824, inspiring interview. You always have to give credit to someone who has dragged themselves from drugs to a better life. Everyone deserves a second chance x,positive,28,0,2022-02-26 22:46:55+00:00,0.8442,0.036,0.657,0.307,Positive
825,Imelda May… I’m weeping! 🥲 ,neutral,1,0,2022-02-26 22:46:49+00:00,-0.4926,0.39,0.61,0,Negative
826,"""the culture isn't receptive"" or maybe we don't all need something else to believe in to carry on in life
",neutral,3,0,2022-02-26 22:46:48+00:00,0,0,1,0,Neutral
827,"Amazing personal testimony , you could feel the power in it  ",positive,4,0,2022-02-26 22:46:43+00:00,0.5859,0,0.743,0.257,Positive
828,"Tommy at his best when Tommy is barely involved. Well done Jessica Wade, remarkable story, brilliantly released. ",positive,27,0,2022-02-26 22:46:36+00:00,0.9277,0,0.507,0.493,Positive
829,"Tommy ask her she know anyone I could grab a quick oner bag off tonight? I'll pay on Monday 
",neutral,2,0,2022-02-26 22:46:29+00:00,-0.1027,0.069,0.931,0,Negative
830,"Finally a non pompous born again Christian
 TommyTiernan",neutral,1,0,2022-02-26 22:46:10+00:00,0,0,1,0,Neutral
831, power of God.,positive,1,0,2022-02-26 22:45:34+00:00,0.2732,0,0.588,0.412,Positive
832,I can’t ever watch. He makes me so uncomfortable with his way of being. I think the show is absolutely horrendous. ://t.co/oEGUMXQYqK,negative,1,0,2022-02-26 22:45:34+00:00,-0.5214,0.138,0.862,0,Negative
833, Huberman interview only memorable for her being one of the most boring interviewees ever.,negative,4,0,2022-02-26 22:44:51+00:00,-0.3804,0.156,0.844,0,Negative
834,"Imagine being that woman in Galway that saved Jessica Wade. Wow what a sentence to say ""Light a candle for yourself""

 

If that woman is watching this tonight...",positive,97,4,2022-02-26 22:44:44+00:00,0.7845,0,0.767,0.233,Positive
835,  A rollercoaster of a life Jessica has had the full shooting match,neutral,3,0,2022-02-26 22:44:42+00:00,0,0,1,0,Neutral
836,"Extraordinary woman. Must have incredible resilience to overcome her addiction. Such admiration for her, helping others now. Some turnaround. ",positive,37,1,2022-02-26 22:43:34+00:00,0.6908,0,0.759,0.241,Positive
837,"Jessica Wade on   is just simply phenomenal. What a woman, what a story and what a turn around",positive,60,0,2022-02-26 22:43:09+00:00,0,0,1,0,Neutral
838,"Why was Leo the Leak not done for his drug use? The law only applies to the likes of Jessica and the poor?
 TommyTiernan",negative,2,0,2022-02-26 22:42:35+00:00,-0.4696,0.191,0.718,0.091,Negative
839,"Well done @amyhuberman Thought you came across really well and handled ""all"" the questions on  really well",positive,8,0,2022-02-26 22:42:09+00:00,0.7083,0,0.685,0.315,Positive
840,"This amazing woman proving anyone can turn their lives around!

",positive,8,1,2022-02-26 22:42:06+00:00,0.6239,0,0.71,0.29,Positive
841,"Tommy is great at these type of interviews where he allows his guests tell their stories &amp; Jessica Wade is very honest &amp; open about her past on prison &amp; drug addiction

But his interview with Amy was a bit odd
",positive,9,0,2022-02-26 22:42:05+00:00,-0.0653,0.106,0.793,0.101,Negative
842,A breathe of fresh air to have an @rte chat-show lacking a patronising host who clearly genuinely cares about everything his guests have to say - regardless of their position in society. Bravo @Tommedian.... ,positive,6,0,2022-02-26 22:42:01+00:00,0.7906,0,0.8,0.2,Positive
843," ""we were all ...."" says she. No, we weren't all taking drugs. Sharing the blame.",negative,3,0,2022-02-26 22:41:09+00:00,0.1027,0.125,0.729,0.146,Positive
844,I have so much admiration for JessicaWade ,positive,5,1,2022-02-26 22:41:02+00:00,0.5829,0,0.649,0.351,Positive
845,"Anyone who took Heroine after the 90's drug scene knew exactly what the drug was capable of.... if you took heroine knowing the consequences - You're a FUCKING idiot 🙄 
",negative,15,1,2022-02-26 22:40:22+00:00,0.6882,0.098,0.677,0.226,Positive
846,"@GrahamPatchell Seems very begrudging, always liked her, miserable lot ",negative,2,1,2022-02-26 22:40:19+00:00,-0.0352,0.224,0.561,0.215,Negative
847,"The ""second and third halves"" joke stopped being funny 5 years ago
 TommyTiernan",negative,2,0,2022-02-26 22:40:10+00:00,0.4939,0.106,0.611,0.283,Positive
848,"Now for everyone giving out about Amy Huberman being too posh, does this woman meet your criteria or is her story a bit too working class for you ",negative,20,2,2022-02-26 22:40:09+00:00,0.34,0,0.921,0.079,Positive
849,"The catholic shame rearing it's head big time tonight.
Tommy Tiernan asked about sex *gasp*
Relax ffs!
He asked Jack Kavanagh the exact same question last week.
Sex isn't taboo anymore..
Amy didn't have to answer and Tommy told her that. ",negative,18,0,2022-02-26 22:40:03+00:00,-0.6476,0.147,0.794,0.059,Negative
850,"Wonder why Tommy didn't ask Brian the same question he asked @amyhuberman 
",neutral,4,1,2022-02-26 22:39:58+00:00,0,0,1,0,Neutral
851, Great life story from this lady.She’s been to the depths .,positive,4,1,2022-02-26 22:39:35+00:00,0.6249,0,0.728,0.272,Positive
852,@PMc276 Why do successful women threaten the same people every time? ,negative,8,0,2022-02-26 22:39:25+00:00,0.296,0.159,0.61,0.232,Positive
853,This woman is an inspiration. ,positive,6,0,2022-02-26 22:39:20+00:00,0.5267,0,0.595,0.405,Positive
854,"""we weren't informed of what it was"".......
",neutral,0,0,2022-02-26 22:38:45+00:00,0,0,1,0,Neutral
855,"Jessica is a real life person not privileged like BOD and Amy
 tommytiernan",negative,6,0,2022-02-26 22:38:40+00:00,-0.5448,0.273,0.727,0,Negative
856,"BOD when that question was asked

@amyhuberman @BrianODriscoll
 ://t.co/QOK9QgXzup",neutral,3,0,2022-02-26 22:37:58+00:00,0,0,1,0,Neutral
857,Googled Jessica Wade to find out who she is. My word what a turnaround! An inspirational lady❤ ,positive,46,2,2022-02-26 22:37:50+00:00,0.8313,0,0.698,0.302,Positive
858,"Tommy Amach, you were like a child talking to the girl in the desk beside you in High Infants. ",neutral,2,0,2022-02-26 22:37:17+00:00,0.3612,0,0.884,0.116,Positive
859,"Next up on the  is social care worker Jessica Wade talking about her work and her recovery from drug addiction.

@Tommedian ://t.co/4efB0FiTUQ",neutral,59,2,2022-02-26 22:37:01+00:00,0.4939,0,0.873,0.127,Positive
860,So much more Tommy could have  discussed with Amy re her dad with Parkinson’s in a nursing home. Rather than how’s your sex life 🙈 ,negative,58,3,2022-02-26 22:36:57+00:00,0,0,1,0,Neutral
861,Is Tommy OK? Very odd line of questioning with Amy Huberman.  ,negative,16,1,2022-02-26 22:36:42+00:00,-0.4576,0.285,0.715,0,Negative
862,13 years in recovery is an amazing achievement. ,positive,10,1,2022-02-26 22:36:37+00:00,0.5859,0,0.678,0.322,Positive
863,"Well, that was a bit of a bizarre interview with Amy Huberman the way Tommy took it. ",negative,17,0,2022-02-26 22:36:31+00:00,-0.0516,0.113,0.784,0.103,Negative
864,Heroin would actually liven this show up! 😂,negative,2,0,2022-02-26 22:36:28+00:00,-0.6588,0.35,0.65,0,Negative
865,"Fucking hell 

Utter shite",negative,10,0,2022-02-26 22:36:17+00:00,-0.7089,0.55,0.45,0,Negative
866," Recovery, faith go hand in hand.
Fair play to this woman, not afraid to say it out straight.",positive,5,1,2022-02-26 22:36:13+00:00,0.93,0,0.451,0.549,Positive
867,Inspiring lady ,positive,3,0,2022-02-26 22:35:56+00:00,0.4215,0,0.417,0.583,Positive
868,"This was Amy Huberman this evening 
 ://t.co/B1Ik6t0tdC",neutral,8,0,2022-02-26 22:35:44+00:00,0,0,1,0,Neutral
869,"Seriously, there is no need for the Fred novelty anymore. Waste of TV license money
Tommytiernan ",negative,3,0,2022-02-26 22:35:35+00:00,-0.6908,0.324,0.676,0,Negative
870,Well done Jessica on 13+ years drugs free. 👏 ,positive,11,1,2022-02-26 22:35:28+00:00,0.6597,0,0.625,0.375,Positive
871,"Amazes me how @Tommedian can get such utterly insightful interviews from random everyday people as well as the more well known stars - treating them all equally, with the same level of respect regardless of their stature in society. Bravo Tommy.. ",positive,3,1,2022-02-26 22:35:14+00:00,0.8687,0,0.779,0.221,Positive
872,"V inappropriate question poor Amy H. Trying to answer the question and she shut it down and he brought it up again, even though she didn't want to answer. not nice ",negative,7,0,2022-02-26 22:35:04+00:00,-0.6862,0.187,0.813,0,Negative
873,@amyhuberman is just lovely… not an easy chat… but nice to touch on her dad’s heritage and their family life… love The  ://t.co/4CGm8pm4Eo,positive,9,1,2022-02-26 22:34:46+00:00,0.8688,0.053,0.652,0.295,Positive
874,jessica wade second guest ,neutral,0,0,2022-02-26 22:34:15+00:00,0,0,1,0,Neutral
875,"What is he at, asking questions about intimacy of other couples obviously his own sex life is not going too well and is he looking for advice or trying to let his own wife know I discreetly 🤔🙃 ",negative,4,0,2022-02-26 22:34:06+00:00,-0.2057,0.042,0.958,0,Negative
876,Off to bed that one wore me out  ,negative,3,0,2022-02-26 22:33:28+00:00,0,0,1,0,Neutral
877,@KevGeo2011 He's always asking people about it. Loves talking about ridin on his podcast too. He asked a man about his sex life last week ,neutral,3,0,2022-02-26 22:33:18+00:00,0.5719,0,0.871,0.129,Positive
878,His one tracked mind alive and well...Cringe! Well done Amy for diverting it as best you could ,negative,2,0,2022-02-26 22:32:56+00:00,0.8478,0,0.62,0.38,Positive
879," Da RTE mafia have just announced that Tommy Tiernan will be replaced by,....,........ The two jonnies",neutral,2,0,2022-02-26 22:32:30+00:00,0,0,1,0,Neutral
880,Normally love this show but this is the worst ever @amyhuberman is an amazing accomplished person and this is where are? ,negative,6,0,2022-02-26 22:32:01+00:00,0.7184,0.16,0.51,0.33,Positive
881,In terms of the best interviews on the  that has to be the worse of all time and it wasn't because of the interviewee..,negative,4,0,2022-02-26 22:31:51+00:00,0.2732,0.102,0.759,0.139,Positive
882,Why go there Tommy? Very odd ,negative,4,0,2022-02-26 22:31:49+00:00,-0.3804,0.302,0.698,0,Negative
883,"That's was awkward, as are a lot of his interviews with women. ",negative,39,0,2022-02-26 22:31:45+00:00,-0.1531,0.118,0.882,0,Negative
884, worst interviewee so far. Completely vapid answers. Keep that shite for Tubs.,negative,10,0,2022-02-26 22:31:33+00:00,-0.6249,0.255,0.745,0,Negative
