,text,polarity,favourite_count,retweet_count,created_at
701,"Jessica Wade is an exceptional human and a wonderful storyteller, with a great tale that we need to hear. Inspirational. And not out of touch with 'culture'.

(Please ditch the weird AH sex questions Tommy, you mad thing!)
 #TommyTiernanShow @rte @Tommedian",positive,0,0,2022-02-26 23:53:28+00:00
702,Tonight on the #TommyTiernanShow performing ‘So Simpatico’ - watch back on @RTEplayer ✨ https://t.co/Cit4Z9SyEG,neutral,107,1,2022-02-26 23:40:41+00:00
703,Thomas McCarthy on the #TommyTiernanShow 2/2. https://t.co/kXqtvnEM18,neutral,22,3,2022-02-26 23:34:16+00:00
704,@Berlinnaeus To my ears he was questioning the progression and intimacy of a relationship as we move through life #TommyTiernanShow,neutral,20,0,2022-02-26 23:32:53+00:00
705,"Have sensed this, setting the scene, Brian O D, sitting down to watch the telly, cuppa intar in his hand, with his wife chatting away with @Tommedian who was interviewing her, then the moment he asked *that* question, Brian spat his Tae out as if got scrummed #TommyTiernanShow",neutral,2,0,2022-02-26 23:32:51+00:00
706,I could listen to Thomas McCarthy all night on #TommyTiernanShow,positive,9,0,2022-02-26 23:32:38+00:00
707,I had the pleasure of seeing #ThomasMcCarthy perform last year at @GardensCurious festival and it is wonderful to see him speak of his storytelling on #TommyTiernanshow tonight. He's a gent of a man and has a real love of the Sceál.,positive,44,3,2022-02-26 23:31:22+00:00
708,@wearevillagers sublime as always #TommyTiernanShow #villagers,positive,2,1,2022-02-26 23:30:28+00:00
709,"Do You (personally) know a victim of ""Traveller"" crime?  #TommyTiernanShow",negative,0,1,2022-02-26 23:29:41+00:00
710,Always so good to see @wearevillagers 🎶 #TommyTiernanShow,positive,4,1,2022-02-26 23:28:34+00:00
711,Villagers on the #TommyTiernanShow tonight performing So Simpatico. Watch back on the RTE Player. https://t.co/GNWmleq07j,neutral,8,1,2022-02-26 23:27:42+00:00
712,An excellent show tonight but it would have been better with less Amy (nothing against her it’s just the others were more interesting) #TommyTiernanShow,positive,6,1,2022-02-26 23:25:42+00:00
713,"@berniequinn It's a shame you didn't watch, you missed a gem of a show 
#TommyTiernanShow",positive,1,0,2022-02-26 23:25:41+00:00
714,Thomas McCarthy on the #TommyTiernanShow 1/2 https://t.co/n5sq6vVf6a,neutral,58,7,2022-02-26 23:23:58+00:00
715,"Man that Thomas McCarthy guy was just fab, as it was building up to a song, I really hoped he would good…he was amazing #tommytiernanshow",positive,11,1,2022-02-26 23:22:28+00:00
716,"Really enjoyable show tonight, this was a great interview #TommyTiernanShow https://t.co/Y3taobfqWn",positive,5,0,2022-02-26 23:21:46+00:00
717,Villagers are simply brilliant. Always. #TommyTiernanShow @wearevillagers,positive,8,0,2022-02-26 23:21:07+00:00
718,That Villagers performance was gorgeous. #TommyTiernanShow,positive,4,0,2022-02-26 23:19:58+00:00
719,"What a great show tonight with great guests and The Villagers with a nice song at the end
Saturdays are certainly a lot better with Tommy and guests #TommyTiernanShow",positive,6,0,2022-02-26 23:17:59+00:00
720,"Only February &amp; already Thomas McCarthys chat with Tommy is the highlight of 2022

#TommyTiernanShow",positive,13,1,2022-02-26 23:17:57+00:00
721,Decent aul skin Thomas McCarthy  #TommyTiernanShow,positive,6,0,2022-02-26 23:17:39+00:00
722,@RTEOne @Tommedian I would have loved to have heard more from Thomas McCarthy - maybe a once off documentary @RTEOne ? #TommyTiernanShow,positive,16,0,2022-02-26 23:16:02+00:00
723,What a beautiful song. Dreamy and delicious. #Villagers #TommyTiernanShow,positive,59,0,2022-02-26 23:16:00+00:00
724,"I could listen to that travelling man all night.a great story teller with some great songs,it's great to see these guests on your show👍#TommyTiernanShow",positive,18,0,2022-02-26 23:15:58+00:00
725,Tommy going right across the social spectrum tonight. Great thing about the show is that every guest immediately relates to him. That lad has a haunting quality in his voice #TommyTiernanShow,positive,5,0,2022-02-26 23:15:49+00:00
726,#TommyTiernanShow loving Villagers performance,positive,2,0,2022-02-26 23:15:24+00:00
727,"At these times when we can be seriously overwhelmed with nothing but negative news stories, master storyteller @Tommedian brings a sheer sense of genuine warmth to his interviewing style, that sadly alot of hosts sorely lack. Can't wait for more....... #TommyTiernanShow",positive,6,0,2022-02-26 23:15:21+00:00
728,Missed name of 3rd guest on #tommytiernanshow but I'd listen to him talking all night,positive,5,0,2022-02-26 23:15:06+00:00
729,The Villagers on #TommyTiernanShow sound like John Lennon.,positive,2,0,2022-02-26 23:14:42+00:00
730,Can we please move on from THE SEX QUESTION.... Thankyou ...#TommyTiernanShow,negative,1,0,2022-02-26 23:14:38+00:00
731,The beauty of the #TommyTiernanShow is that it gives people like Thomas McCarthy show a platform. The mans respect for the songs shone through the screen.,positive,27,0,2022-02-26 23:14:29+00:00
732,"#TommyTiernanShow
Good programme, 3 great guests.
Sublime host.",positive,1,0,2022-02-26 23:14:19+00:00
733,What I'd love to see Tommy do is interview 10 random people and see how it goes. No aires or graces. #Tommytiernanshow,neutral,5,0,2022-02-26 23:14:04+00:00
734,musical guest villagers singing so sympatico #tommytiernanshow quite pleasant,positive,2,0,2022-02-26 23:14:01+00:00
735,@Tommedian he is definitely the top guest of this series. What a man. I'd love to meet him I'd listen to him for hours. Love him #TommyTiernanShow https://t.co/HNxTYYLEWz,positive,18,1,2022-02-26 23:13:32+00:00
736,"Doesn't the #Latelate offer the famous people a platform to sell their wares

No offense to Amy Huberman, but the two best interviews and that suit #TommyTiernanShow style of listening and interviewing, was the ones with Thomas McCarthy and Jessica Wade
He had to listen",negative,36,2,2022-02-26 23:13:23+00:00
737,"Thomas McCarthy some fella, a modern day Seanchaí, I’d happily sit there all evening sipping pints listening to him #TommyTiernanShow",positive,25,1,2022-02-26 23:13:06+00:00
738,And he thanks us for watching. What a show. Thank you Tommy Tiernan.  #TommyTiernanShow,positive,13,2,2022-02-26 23:13:01+00:00
739,"It's a pity Thomas's interview wasn't  as long as the others tonight.
#TommyTiernanShow",positive,21,1,2022-02-26 23:12:28+00:00
740,He asked a disabled man about his sex life last week. But don’t let that stop you from being outraged #TommyTiernanShow https://t.co/Xq5P8sRYhK,negative,36,1,2022-02-26 23:12:15+00:00
741,"Think about it for a sec... Would he have asked Brian the same question 

#TommyTiernanShow",neutral,3,0,2022-02-26 23:11:56+00:00
742,"“There’s a greater Irish history in song, because that’s how people felt” #TommyTiernanShow",neutral,20,1,2022-02-26 23:11:09+00:00
743,imagine being in that barbershop with the singing #TommyTiernanShow,neutral,21,1,2022-02-26 23:10:44+00:00
744,I hope he passes all his sceals and songs on... Mighty storyteller #TommyTiernanShow,positive,20,1,2022-02-26 23:10:14+00:00
745,"I remember the tinkers, very skillful people, even when storytelling!  They were the safest &amp; most interesting people to be around. As children we used to sit around their fire where they camped beside our house just in time for the storytelling &amp; tunes.   #TommyTiernanShow",positive,25,2,2022-02-26 23:10:14+00:00
746,"I had no idea what Thomas was singing about but I have goosebumps. He was so evocative.
#TommyTiernanShow",positive,12,1,2022-02-26 23:09:45+00:00
747,#TommyTiernanShow Wouldn't you love to go for a few sensible scoops of beer with that lad?,positive,10,0,2022-02-26 23:09:34+00:00
748,#TommyTiernanShow A man with soul more power to you Thomas,positive,18,1,2022-02-26 23:09:09+00:00
749,"Anyone know how old this guest is?
#TommyTiernanShow #TommyTiernan",neutral,1,0,2022-02-26 23:09:02+00:00
750,"Thomas McCarthy needs to he filmed/recorded telling his stories and songs because I imagine he has a wealth of knowledge, folklore, stories and songs. #TommyTiernanShow",positive,51,1,2022-02-26 23:08:41+00:00
751,"Did the ""poor auld man"" look like this? #TommyTiernanShow https://t.co/7PYH2AHbq2",neutral,3,1,2022-02-26 23:08:10+00:00
752,Now that’s soul music. Beautiful. #TommyTiernanShow,positive,31,2,2022-02-26 23:07:49+00:00
753,"JessicaWade is the epitome of strength. Resilience. Courage and Hope!! 
What a woman. LEGEND!
#TommyTiernanShow 
#JessicaWade",positive,27,1,2022-02-26 23:07:29+00:00
754,"#TommyTiernanShow Delighted to see the Tinceir I knew as a (1960s) kid on tonight. 
Great story tellers and tinsmiths. So good to see this on @rte Well told!",positive,27,1,2022-02-26 23:07:29+00:00
755,"""Will you sing a song for me now"" ..... he's being hinting at it since he sat down Tommy 😂 #TommyTiernanShow",neutral,4,0,2022-02-26 23:07:08+00:00
756,"They must have ran out of guests for tonights show.
Worst in Years.
#TommyTiernanShow",negative,5,0,2022-02-26 23:06:41+00:00
757,"Traveller Thomas McCarthy and the joy of story telling - no pretension, that’s the way to do it. Children are very discerning, they show no bias - they know a good storyteller when they encounter one. #TommyTiernanShow",positive,85,3,2022-02-26 23:06:31+00:00
758,"It is incredibly important that we take time to stop and listen to folklore or family stories. If we don't in years they will be lost forever.
#TommyTiernanShow",positive,20,0,2022-02-26 23:06:30+00:00
759,"Huge well done to Jessica Wade #TommyTiernanShow.Hearing her story is always inspiring, tonight was nothing less that incredible.I was reminded of going into Mountjoy prison with Jess that day.Thank u for emphasising how important our work at Tiglin is.@Tommedian https://t.co/YOAHtvLmFJ",positive,138,8,2022-02-26 23:06:28+00:00
760,"Idk about you, but now I have high hopes for this song  #TommyTiernanShow",positive,2,1,2022-02-26 23:05:49+00:00
761,"Great point by Thomas McCarthy, plastic replaced metal and look at the problems it has caused. The grandfather said the same about plastic replacing glass bottles too, especially the milk bottles and the exchange system fadó  #TommyTiernanShow",positive,67,3,2022-02-26 23:05:28+00:00
762,"There's no doubt @Tommedian can really do an insightful interview because he’s actually interested in the person he chats to. As much as I'd love to see him host The Late Late Show, really think it would be a waste of his talent as a master storyteller.... #TommyTiernanShow",positive,8,1,2022-02-26 23:05:17+00:00
763,I would take a whole hour of listening to this lad over 15 mins of scutter talk from Amy Huberman #TommyTiernanShow,positive,31,1,2022-02-26 23:05:08+00:00
764,I want to hear a song too. This guy is intriguing.  #TommyTiernanShow,positive,12,1,2022-02-26 23:04:56+00:00
765,"“If you don’t have sympathy, you should go and see a doctor.” 

Storyteller Thomas McCarthy talks about sharing stories that are sympathetic to travelling people

@Tommedian #TommyTiernanShow https://t.co/JRIS8IZElV",neutral,130,8,2022-02-26 23:03:49+00:00
766,"That's right, my friend. It was Settled People who changed. #TommyTiernanShow  LMFAO Travellers have burned Every bridge they Ever walked across.",negative,2,0,2022-02-26 23:03:48+00:00
767,You can read a hundred story books but you can't bate sitting down listening to someone telling a story. I bet these stories are the ones that the children will always remember. I love this guest. #TommyTiernanShow,positive,31,1,2022-02-26 23:03:14+00:00
768,"Love the #TommyTiernanShow but thought he was a bit dismissive of Jessica Wade and her divine intervention, there was much more to be explored in her interview, still I suppose you don’t get all interviews right",negative,8,0,2022-02-26 23:02:48+00:00
769,#TommyTiernanShow fascinated listening to Thomas McCarthy,positive,9,1,2022-02-26 23:02:32+00:00
770,#TommyTiernanShow what a woman. This woman is so in tune with inner Dublin. Amy Humberman probably needs a tour with the real people of Dublin.,positive,1,0,2022-02-26 23:00:55+00:00
771,"Finally chatting to @Tommedian tonight is storyteller, singer and traveller Thomas McCarthy

#TommyTiernanShow https://t.co/fWKfpQJvEC",neutral,52,0,2022-02-26 23:00:16+00:00
772,"Tommy won't do his Traveller, Nigerian, Chinese, Indian ""jokes"" now? Or ""his hope died in Offaly"" joke now? 
#TommyTiernanShow #TommyTiernan",negative,2,0,2022-02-26 23:00:04+00:00
773,"#TommyTiernanShow love this show, tonight Tommy asking Amy about sex , no just no !! Would you ask a man ?? Also Jessica Wade was a great interview..",positive,2,0,2022-02-26 22:59:26+00:00
774,"Tommy had a very rare misstep tonight with Amy Huberman and a question about sex. Awkward to watch but she handled it well.

#TommyTiernanShow",negative,54,0,2022-02-26 22:58:50+00:00
775,What a load of shite. No wonder the Culture is not “ receptive “ to such stories. #TommyTiernanShow,negative,0,0,2022-02-26 22:58:18+00:00
776,"The #TommyTiernanShow has sparked a conversation with my mother. She told me never to be afraid to ask her questions about sex. Angela, I’m 24 next month.",neutral,11,0,2022-02-26 22:58:17+00:00
777,thomas mccarthy third guest #TommyTiernanShow,neutral,3,1,2022-02-26 22:58:10+00:00
778,"#TommyTiernanShow so amazing #jessicawade a true inspiration. I had a lot of friends on smack and then crack, none got that chink of light or angel helping them, you are amazing",positive,10,1,2022-02-26 22:57:21+00:00
779,Amazing lady -inspirational! #JessicaWade #TommyTiernanShow,positive,5,0,2022-02-26 22:57:17+00:00
780,"Amazing story, could have listened to Jessica Wade all night #TommyTiernanShow",positive,14,0,2022-02-26 22:57:07+00:00
781,Jessica Wade - a truly beautiful lady inside and out.  Wishing you every happiness going forward #TommyTiernanShow,positive,11,0,2022-02-26 22:56:51+00:00
782,Inspirational story #TommyTiernanShow,positive,3,0,2022-02-26 22:56:44+00:00
783,"The difference between Jessica Wade and Amy Huberman, oh my god!!!

Beautiful interview by Jessica ♥️

#TommyTiernanShow",positive,36,0,2022-02-26 22:56:06+00:00
784,"Jessica Wade on the Tommy Tiernan Show WOW what a lady, excellent and powerful interview.
#TommyTiernanShow",positive,12,0,2022-02-26 22:55:55+00:00
785,"The war on drugs massive failure is the scandal and Jessica shouldn't have to apologize for that
#TommyTiernanShow #tommytiernan",negative,3,0,2022-02-26 22:55:41+00:00
786,"#TommyTiernanShow that's what you call an interview..  
Reality. True to life..  
Amazing..",positive,8,0,2022-02-26 22:55:17+00:00
787,Jessica Wade =Hero   ♥️#TommyTiernanShow,positive,9,0,2022-02-26 22:55:05+00:00
788,"Now that’s how you tell a story . Interesting, emotive and genuine . Well done Jessica Wade .  #TommyTiernanShow",positive,29,0,2022-02-26 22:54:55+00:00
789,"There but for the grace of God go any of us. Not sure many of us would have her strength of character. Her resolve. Not a man of faith myself, but it sustains her, and that's what matters. #TommyTiernanShow",positive,17,1,2022-02-26 22:54:50+00:00
790,We can breathe..afraid he was about to ask her about her sex life!!#TommyTiernanShow,neutral,3,0,2022-02-26 22:54:50+00:00
791,"Jessica Wade allowed tell her incredible story! 

#TommyTiernanShow",positive,15,0,2022-02-26 22:54:41+00:00
792,"Incredible interview! To completely  turn your life around from being homeless &amp; addicted to Drugs to now helping others is phenomenal!
#TommyTiernanShow",positive,19,0,2022-02-26 22:54:16+00:00
793,Listening to Jessica Wade on the #TommyTiernanShow just shows how our politicians should be listening to Senator Lynn Ruane too &amp; not delaying discussions on drugs &amp; drug reform laws.,positive,30,0,2022-02-26 22:54:09+00:00
794,"15 minutes ago I didn't know who Jessica Wade was.. Now I think she's a legend! Excellent interview 👏

#TommyTiernanShow",positive,44,1,2022-02-26 22:53:30+00:00
795,Jessica Wade. What a woman! #TommyTiernanShow,positive,15,1,2022-02-26 22:53:18+00:00
796,"Jessica, I have to say you look amazing. I enjoyed your interview. Keep up the amazing work.  #TommyTiernanShow",positive,20,1,2022-02-26 22:53:03+00:00
797,What a message of hope. Amazing woman. #TommyTiernanShow,positive,37,1,2022-02-26 22:52:53+00:00
798,"#TommyTiernanShow ""...come on Bea, it's Tommy Tiernan tonight..."" https://t.co/AoTRNsLAb2",neutral,3,0,2022-02-26 22:52:47+00:00
799,"Jessica is an inspiration to all who meet her - a leader and role model for those in recovery. It is a privilege to work with the team in Tiglin @TiglinIreland through my role in @an_cosan 
Tiglin supports people into Recovery after Addiction @carthy_aubrey 
#TommyTiernanShow https://t.co/DaHwPkVKW9",positive,62,3,2022-02-26 22:52:24+00:00
800,"Jessica Wade is a remarkable storyteller, with a great story. Captivating and inspirational. #TommyTiernanShow",positive,23,1,2022-02-26 22:52:02+00:00
801,Kindness oozes from her eyes. She respects &amp; understands people. #JessicaWade #TommyTiernanShow,positive,44,1,2022-02-26 22:51:51+00:00
802,What a difference a few positive words made to Jessica Wade. Negative tweeters please note ...  #TommyTiernanShow,positive,48,1,2022-02-26 22:51:41+00:00
803,Jessica was on the style counsellors! #TommyTiernanShow,neutral,1,0,2022-02-26 22:51:32+00:00
804,Jessica is an example of the wounded healer #TommyTiernanShow @Tommedian,positive,7,1,2022-02-26 22:51:29+00:00
805,Jessica Wade is amazing - a spiritual angel who is a light of hope for many Thankyou  #TommyTiernanShow,positive,35,2,2022-02-26 22:51:27+00:00
806,"Delighted RTE are producing a chat show that has authenticity about it &amp; a talented interviewer who bring out the best in their guests in the master storyteller yet eager listener @Tommedian. Finally, a Late Late Show for our generation.... #TommyTiernanShow",positive,7,1,2022-02-26 22:51:15+00:00
807,"Tommy means the scumbag kingpins in the sun not petty foot soldiers combined ""dealer users"" of these kingpin scumbags
#TommyTiernanShow #TommyTiernan",negative,2,0,2022-02-26 22:51:11+00:00
808,@NWoulfeWriter He's talking about the people with no hope or redemption story. Society ignores them. #TommyTiernanShow,negative,0,0,2022-02-26 22:51:08+00:00
809,@philipnolan1 Totally agree Phillip. Although @amyhuberman handled it with  characteristic grace and dignity. Disappointed at #TommyTiernanShow,negative,39,0,2022-02-26 22:51:07+00:00
810,"""The culture isnt receptive to those stories nowadays, and that is a problem"" Well said Tommy, society is very confused #TommyTiernanShow",negative,2,0,2022-02-26 22:50:57+00:00
811,"Viewers left ‘deeply uncomfortable’ after Tommy Tiernan asks Amy Huberman highly personal question

#TommyTiernanShow 

https://t.co/VmztHsOcMg",negative,18,3,2022-02-26 22:50:48+00:00
812,fine set of teeth there #TommyTiernanShow,positive,0,0,2022-02-26 22:50:19+00:00
813,#TommyTiernanShow great to see a woman on tonight show  who was saved from herself  never give up  what a story  great Woman GBU,positive,15,0,2022-02-26 22:49:46+00:00
814,A stranger can make a difference. Truly remarkable story. #TommyTiernanShow,positive,28,1,2022-02-26 22:49:01+00:00
815,"“Not all dealers have a glorious life Tommy, some of them are out there just selling a bag to buy a bag”

Jessica Wade talks about her work helping other people find their feet after struggling with addiction herself in the past.

#TommyTiernanShow @tommedian https://t.co/xckySJSshn",neutral,284,16,2022-02-26 22:48:43+00:00
816,"Now that’s a book,  I hope this world will be extra kind to  Jessica ,a fabulous lady..wish her well ...#TommyTiernanShow",positive,17,0,2022-02-26 22:48:37+00:00
817,"Eh what? ‘The culture isn’t receptive to those stories.’ I don’t know what Tommy is talking about, we love these stories, stories of hope &amp; redemption. Note to producer of the show, if all the interviewees were like this it’d be bril, no celebs are necessary  #TommyTiernanShow",positive,12,0,2022-02-26 22:48:35+00:00
818,"Leo the leak wanted the likes of Jessica to pay back for their jail cost, while he, Gove and the elites get away with their drug use
#TommyTiernanShow #TommyTiernan",negative,4,1,2022-02-26 22:48:24+00:00
819,Jessica Wade.... what a story!! Unreal. #TommyTiernanShow,positive,7,0,2022-02-26 22:48:22+00:00
820,@PeeJ_Tweets Is that alcohol in your profile photo. Aren't you lucky your drug of choice is legal #TommyTiernanShow,negative,3,0,2022-02-26 22:47:59+00:00
821,"What an interview, I'm so glad this lady is still here to tell her story #TommyTiernanShow",positive,31,0,2022-02-26 22:47:54+00:00
822,"@tvcritics Tommy didn't ask Colm Meaney about his sex life when he was on
#TommyTiernanShow",negative,3,0,2022-02-26 22:47:22+00:00
823,Jessica Waiden is some mother  #TommyTiernanShow,neutral,2,0,2022-02-26 22:47:09+00:00
824,#TommyTiernanShow inspiring interview. You always have to give credit to someone who has dragged themselves from drugs to a better life. Everyone deserves a second chance x,positive,28,0,2022-02-26 22:46:55+00:00
825,Imelda May… I’m weeping! 🥲 #TommyTiernanShow,neutral,1,0,2022-02-26 22:46:49+00:00
826,"""the culture isn't receptive"" or maybe we don't all need something else to believe in to carry on in life
#TommyTiernanShow",neutral,3,0,2022-02-26 22:46:48+00:00
827,"Amazing personal testimony , you could feel the power in it  #TommyTiernanShow",positive,4,0,2022-02-26 22:46:43+00:00
828,"Tommy at his best when Tommy is barely involved. Well done Jessica Wade, remarkable story, brilliantly released. #tommytiernanshow",positive,27,0,2022-02-26 22:46:36+00:00
829,"Tommy ask her she know anyone I could grab a quick oner bag off tonight? I'll pay on Monday 
#TommyTiernanShow",neutral,2,0,2022-02-26 22:46:29+00:00
830,"Finally a non pompous born again Christian
#TommyTiernanShow #TommyTiernan",neutral,1,0,2022-02-26 22:46:10+00:00
831,#TommyTiernanShow power of God.,positive,1,0,2022-02-26 22:45:34+00:00
832,I can’t ever watch. He makes me so uncomfortable with his way of being. I think the show is absolutely horrendous.#TommyTiernanShow https://t.co/oEGUMXQYqK,negative,1,0,2022-02-26 22:45:34+00:00
833,#TommyTiernanShow Huberman interview only memorable for her being one of the most boring interviewees ever.,negative,4,0,2022-02-26 22:44:51+00:00
834,"Imagine being that woman in Galway that saved Jessica Wade. Wow what a sentence to say ""Light a candle for yourself""

#TommyTiernanShow 

If that woman is watching this tonight...",positive,97,4,2022-02-26 22:44:44+00:00
835,#TommyTiernanShow  A rollercoaster of a life Jessica has had the full shooting match,neutral,3,0,2022-02-26 22:44:42+00:00
836,"Extraordinary woman. Must have incredible resilience to overcome her addiction. Such admiration for her, helping others now. Some turnaround. #TommyTiernanShow",positive,37,1,2022-02-26 22:43:34+00:00
837,"Jessica Wade on #TommyTiernanShow  is just simply phenomenal. What a woman, what a story and what a turn around",positive,60,0,2022-02-26 22:43:09+00:00
838,"Why was Leo the Leak not done for his drug use? The law only applies to the likes of Jessica and the poor?
#TommyTiernanShow #TommyTiernan",negative,2,0,2022-02-26 22:42:35+00:00
839,"Well done @amyhuberman Thought you came across really well and handled ""all"" the questions on #TommyTiernanShow really well",positive,8,0,2022-02-26 22:42:09+00:00
840,"This amazing woman proving anyone can turn their lives around!

#TommyTiernanShow",positive,8,1,2022-02-26 22:42:06+00:00
841,"Tommy is great at these type of interviews where he allows his guests tell their stories &amp; Jessica Wade is very honest &amp; open about her past on prison &amp; drug addiction

But his interview with Amy was a bit odd
#TommyTiernanShow",positive,9,0,2022-02-26 22:42:05+00:00
842,A breathe of fresh air to have an @rte chat-show lacking a patronising host who clearly genuinely cares about everything his guests have to say - regardless of their position in society. Bravo @Tommedian.... #TommyTiernanShow,positive,6,0,2022-02-26 22:42:01+00:00
843,"#TommyTiernanShow ""we were all ...."" says she. No, we weren't all taking drugs. Sharing the blame.",negative,3,0,2022-02-26 22:41:09+00:00
844,I have so much admiration for #JessicaWade #TommyTiernanShow,positive,5,1,2022-02-26 22:41:02+00:00
845,"Anyone who took Heroine after the 90's drug scene knew exactly what the drug was capable of.... if you took heroine knowing the consequences - You're a FUCKING idiot 🙄 
#TommyTiernanShow",negative,15,1,2022-02-26 22:40:22+00:00
846,"@GrahamPatchell Seems very begrudging, always liked her, miserable lot #TommyTiernanShow",negative,2,1,2022-02-26 22:40:19+00:00
847,"The ""second and third halves"" joke stopped being funny 5 years ago
#TommyTiernanShow #TommyTiernan",negative,2,0,2022-02-26 22:40:10+00:00
848,"Now for everyone giving out about Amy Huberman being too posh, does this woman meet your criteria or is her story a bit too working class for you #TommyTiernanShow",negative,20,2,2022-02-26 22:40:09+00:00
849,"The catholic shame rearing it's head big time tonight.
Tommy Tiernan asked about sex *gasp*
Relax ffs!
He asked Jack Kavanagh the exact same question last week.
Sex isn't taboo anymore..
Amy didn't have to answer and Tommy told her that. #TommyTiernanShow",negative,18,0,2022-02-26 22:40:03+00:00
850,"Wonder why Tommy didn't ask Brian the same question he asked @amyhuberman 
#TommyTiernanShow",neutral,4,1,2022-02-26 22:39:58+00:00
851,#TommyTiernanShow Great life story from this lady.She’s been to the depths .,positive,4,1,2022-02-26 22:39:35+00:00
852,@PMc276 Why do successful women threaten the same people every time? #TommyTiernanShow,negative,8,0,2022-02-26 22:39:25+00:00
853,This woman is an inspiration. #TommyTiernanShow,positive,6,0,2022-02-26 22:39:20+00:00
854,"""we weren't informed of what it was"".......
#TommyTiernanShow",neutral,0,0,2022-02-26 22:38:45+00:00
855,"Jessica is a real life person not privileged like BOD and Amy
#TommyTiernanShow #tommytiernan",negative,6,0,2022-02-26 22:38:40+00:00
856,"BOD when that question was asked

@amyhuberman @BrianODriscoll
#TommyTiernanShow https://t.co/QOK9QgXzup",neutral,3,0,2022-02-26 22:37:58+00:00
857,Googled Jessica Wade to find out who she is. My word what a turnaround! An inspirational lady❤ #TommyTiernanShow,positive,46,2,2022-02-26 22:37:50+00:00
858,"Tommy Amach, you were like a child talking to the girl in the desk beside you in High Infants. #TommyTiernanShow",neutral,2,0,2022-02-26 22:37:17+00:00
859,"Next up on the #TommyTiernanShow is social care worker Jessica Wade talking about her work and her recovery from drug addiction.

@Tommedian https://t.co/4efB0FiTUQ",neutral,59,2,2022-02-26 22:37:01+00:00
860,So much more Tommy could have  discussed with Amy re her dad with Parkinson’s in a nursing home. Rather than how’s your sex life 🙈 #tommytiernanshow,negative,58,3,2022-02-26 22:36:57+00:00
861,Is Tommy OK? Very odd line of questioning with Amy Huberman.  #TommyTiernanShow,negative,16,1,2022-02-26 22:36:42+00:00
862,13 years in recovery is an amazing achievement. #TommyTiernanShow,positive,10,1,2022-02-26 22:36:37+00:00
863,"Well, that was a bit of a bizarre interview with Amy Huberman the way Tommy took it. #TommyTiernanShow",negative,17,0,2022-02-26 22:36:31+00:00
864,Heroin would actually liven this show up! 😂#TommyTiernanShow,negative,2,0,2022-02-26 22:36:28+00:00
865,"Fucking hell 
#TommyTiernanShow
Utter shite",negative,10,0,2022-02-26 22:36:17+00:00
866,"#TommyTiernanShow Recovery, faith go hand in hand.
Fair play to this woman, not afraid to say it out straight.",positive,5,1,2022-02-26 22:36:13+00:00
867,Inspiring lady #TommyTiernanShow,positive,3,0,2022-02-26 22:35:56+00:00
868,"This was Amy Huberman this evening 
#TommyTiernanShow https://t.co/B1Ik6t0tdC",neutral,8,0,2022-02-26 22:35:44+00:00
869,"Seriously, there is no need for the Fred novelty anymore. Waste of TV license money
#Tommytiernan #TommyTiernanShow",negative,3,0,2022-02-26 22:35:35+00:00
870,Well done Jessica on 13+ years drugs free. 👏 #TommyTiernanShow,positive,11,1,2022-02-26 22:35:28+00:00
871,"Amazes me how @Tommedian can get such utterly insightful interviews from random everyday people as well as the more well known stars - treating them all equally, with the same level of respect regardless of their stature in society. Bravo Tommy.. #TommyTiernanShow",positive,3,1,2022-02-26 22:35:14+00:00
872,"V inappropriate question poor Amy H. Trying to answer the question and she shut it down and he brought it up again, even though she didn't want to answer. not nice #TommyTiernanShow",negative,7,0,2022-02-26 22:35:04+00:00
873,@amyhuberman is just lovely… not an easy chat… but nice to touch on her dad’s heritage and their family life… love The #TommyTiernanShow https://t.co/4CGm8pm4Eo,positive,9,1,2022-02-26 22:34:46+00:00
874,jessica wade second guest #TommyTiernanShow,neutral,0,0,2022-02-26 22:34:15+00:00
875,"What is he at, asking questions about intimacy of other couples obviously his own sex life is not going too well and is he looking for advice or trying to let his own wife know I discreetly 🤔🙃 #TommyTiernanShow",negative,4,0,2022-02-26 22:34:06+00:00
876,Off to bed that one wore me out  #TommyTiernanShow,negative,3,0,2022-02-26 22:33:28+00:00
877,@KevGeo2011 He's always asking people about it. Loves talking about ridin on his podcast too. He asked a man about his sex life last week #TommyTiernanShow,neutral,3,0,2022-02-26 22:33:18+00:00
878,His one tracked mind alive and well...Cringe! Well done Amy for diverting it as best you could #TommyTiernanShow,negative,2,0,2022-02-26 22:32:56+00:00
879,"#TommyTiernanShow Da RTE mafia have just announced that Tommy Tiernan will be replaced by,....,........ The two jonnies",neutral,2,0,2022-02-26 22:32:30+00:00
880,Normally love this show but this is the worst ever @amyhuberman is an amazing accomplished person and this is where are? #TommyTiernanShow,negative,6,0,2022-02-26 22:32:01+00:00
881,In terms of the best interviews on the #TommyTiernanShow that has to be the worse of all time and it wasn't because of the interviewee..,negative,4,0,2022-02-26 22:31:51+00:00
882,Why go there Tommy? Very odd #TommyTiernanShow,negative,4,0,2022-02-26 22:31:49+00:00
883,"That's was awkward, as are a lot of his interviews with women. #TommyTiernanShow",negative,39,0,2022-02-26 22:31:45+00:00
884,#TommyTiernanShow worst interviewee so far. Completely vapid answers. Keep that shite for Tubs.,negative,10,0,2022-02-26 22:31:33+00:00
